StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept
15.0,10.0,E01006466,Knowsley,1489,3.09,9501.0,115.0,6.0,141024.0,Merseyside
59.0,45.0,E01006467,Knowsley,1304,5.67,241.0,192.0,10.0,113000.0,Merseyside
96.0,80.0,E01006470,Knowsley,1414,5.16,518.0,198.0,22.0,106711.0,Merseyside
10.0,7.0,E01006471,Knowsley,1465,2.46,25133.0,62.0,1.0,213611.0,Merseyside
26.0,19.0,E01006472,Knowsley,1505,6.31,22235.0,125.0,6.0,287869.0,Merseyside
61.0,29.0,E01006473,Knowsley,1613,4.09,24422.0,81.0,3.0,306964.0,Merseyside
29.0,13.0,E01006474,Knowsley,1926,3.74,15464.0,271.0,19.0,207025.0,Merseyside
47.0,30.0,E01006475,Knowsley,1431,3.77,14571.0,85.0,6.0,271521.0,Merseyside
3.0,2.0,E01006476,Knowsley,1406,3.49,25322.0,29.0,,222472.0,Merseyside
34.0,31.0,E01006477,Knowsley,1461,4.45,3335.0,188.0,8.0,140680.0,Merseyside
80.0,60.0,E01006478,Knowsley,1834,3.27,911.0,233.0,18.0,180463.0,Merseyside
54.0,50.0,E01006479,Knowsley,1441,3.12,3665.0,113.0,9.0,164284.0,Merseyside
26.0,23.0,E01006480,Knowsley,1408,3.84,329.0,93.0,9.0,127668.0,Merseyside
200.0,139.0,E01006481,Knowsley,1359,1.77,2933.0,436.0,11.0,153006.0,Merseyside
220.0,155.0,E01006482,Knowsley,1503,4.39,4964.0,214.0,31.0,173045.0,Merseyside
36.0,28.0,E01006483,Knowsley,1463,2.8,1998.0,180.0,13.0,127887.0,Merseyside
63.0,55.0,E01006484,Knowsley,1301,4.61,2479.0,88.0,19.0,156688.0,Merseyside
8.0,2.0,E01006485,Knowsley,1834,4.8,12070.0,86.0,1.0,207958.0,Merseyside
19.0,12.0,E01006486,Knowsley,1138,2.28,15795.0,65.0,4.0,190714.0,Merseyside
3.0,3.0,E01006487,Knowsley,1452,2.34,17908.0,62.0,2.0,184996.0,Merseyside
58.0,31.0,E01006412,Knowsley,1582,6.83,111.0,144.0,6.0,103866.0,Merseyside
29.0,20.0,E01006413,Knowsley,1421,4.64,121.0,198.0,8.0,,Merseyside
27.0,15.0,E01006414,Knowsley,1375,4.58,1435.0,203.0,8.0,96313.0,Merseyside
205.0,174.0,E01006415,Knowsley,1988,4.12,4565.0,200.0,20.0,168136.0,Merseyside
49.0,45.0,E01006416,Knowsley,1515,3.56,715.0,140.0,15.0,98983.0,Merseyside
97.0,77.0,E01006417,Knowsley,1259,4.85,291.0,205.0,26.0,112493.0,Merseyside
76.0,64.0,E01006418,Knowsley,1313,2.06,1207.0,227.0,26.0,101890.0,Merseyside
8.0,6.0,E01006419,Knowsley,1387,3.53,22325.0,51.0,3.0,185271.0,Merseyside
54.0,46.0,E01006420,Knowsley,2409,8.05,23006.0,168.0,7.0,280890.0,Merseyside
6.0,4.0,E01006421,Knowsley,1118,5.37,25810.0,28.0,6.0,257306.0,Merseyside
18.0,13.0,E01006422,Knowsley,1251,2.72,16799.0,51.0,5.0,213456.0,Merseyside
,,E01006423,Knowsley,1331,2.78,27014.0,70.0,2.0,187484.0,Merseyside
41.0,31.0,E01006424,Knowsley,1923,3.22,24228.0,204.0,16.0,207690.0,Merseyside
25.0,12.0,E01006425,Knowsley,1276,6.66,10190.0,83.0,3.0,247892.0,Merseyside
61.0,39.0,E01006426,Knowsley,1352,5.55,836.0,289.0,9.0,146068.0,Merseyside
19.0,13.0,E01006427,Knowsley,1432,5.17,14358.0,84.0,3.0,205155.0,Merseyside
35.0,23.0,E01006428,Knowsley,1568,4.08,3221.0,125.0,13.0,155596.0,Merseyside
47.0,38.0,E01006429,Knowsley,1125,4.98,743.0,154.0,17.0,163027.0,Merseyside
29.0,24.0,E01006430,Knowsley,1525,5.84,887.0,168.0,13.0,152053.0,Merseyside
20.0,19.0,E01006431,Knowsley,1841,5.92,8712.0,260.0,12.0,168565.0,Merseyside
7.0,7.0,E01006432,Knowsley,1564,5.12,1351.0,171.0,11.0,142685.0,Merseyside
4.0,0.0,E01006433,Knowsley,1578,6.65,7884.0,112.0,6.0,185193.0,Merseyside
72.0,55.0,E01033747,Liverpool,1931,19.16,700.0,221.0,15.0,162675.0,Merseyside
23.0,15.0,E01033748,Liverpool,1203,15.46,25434.0,127.0,9.0,150290.0,Merseyside
123.0,91.0,E01033750,Liverpool,2186,18.21,31586.0,446.0,42.0,189197.0,Merseyside
681.0,615.0,E01033751,Liverpool,2486,16.41,10878.0,479.0,57.0,201071.0,Merseyside
2198.0,1733.0,E01033756,Liverpool,1018,23.97,33635.0,4522.0,565.0,252274.0,Merseyside
13.0,9.0,E01033757,Liverpool,1318,43.32,12616.0,117.0,5.0,146620.0,Merseyside
254.0,231.0,E01033758,Liverpool,1960,44.23,22458.0,536.0,55.0,84226.0,Merseyside
1738.0,1351.0,E01033760,Liverpool,2479,16.86,33627.0,5067.0,453.0,128870.0,Merseyside
1043.0,867.0,E01033761,Liverpool,2160,25.19,33365.0,1246.0,203.0,127214.0,Merseyside
183.0,154.0,E01033762,Liverpool,3678,23.11,20788.0,823.0,69.0,92601.0,Merseyside
127.0,101.0,E01033763,Liverpool,2469,37.99,723.0,367.0,40.0,204316.0,Merseyside
36.0,26.0,E01033765,Liverpool,1499,17.81,919.0,153.0,14.0,225470.0,Merseyside
21.0,19.0,E01033767,Liverpool,1009,15.36,491.0,73.0,8.0,125336.0,Merseyside
83.0,68.0,E01033768,Liverpool,1134,31.31,3378.0,286.0,28.0,182592.0,Merseyside
95.0,60.0,E01034396,Liverpool,1852,18.47,,1.0,,,Merseyside
7.0,1.0,E01034397,Liverpool,1841,20.59,,3.0,,,Merseyside
39.0,35.0,E01034398,Liverpool,1144,16.78,,1.0,,,Merseyside
267.0,220.0,E01034399,Liverpool,1078,18.83,,3.0,2.0,,Merseyside
302.0,277.0,E01034400,Liverpool,1070,15.7,,9.0,1.0,,Merseyside
283.0,216.0,E01034401,Liverpool,3789,52.92,,19.0,7.0,,Merseyside
3.0,3.0,E01034402,Liverpool,1098,22.68,,1.0,,,Merseyside
147.0,123.0,E01034403,Liverpool,1233,31.87,,3.0,1.0,,Merseyside
15.0,10.0,E01034404,Liverpool,2191,12.19,,1.0,,,Merseyside
175.0,145.0,E01034405,Liverpool,2400,32.04,,11.0,4.0,,Merseyside
574.0,460.0,E01034406,Liverpool,1458,21.06,,7.0,,,Merseyside
22.0,17.0,E01034407,Liverpool,1250,22.0,,2.0,1.0,,Merseyside
181.0,167.0,E01034408,Liverpool,1286,21.23,,9.0,3.0,,Merseyside
232.0,184.0,E01034409,Liverpool,2038,19.82,,6.0,2.0,,Merseyside
291.0,243.0,E01034410,Liverpool,1027,25.12,,9.0,,,Merseyside
274.0,145.0,E01034411,Liverpool,1121,33.36,,9.0,2.0,,Merseyside
4.0,3.0,E01006802,St. Helens,1590,1.82,15165.0,155.0,5.0,231963.0,Merseyside
18.0,15.0,E01006803,St. Helens,1400,1.36,24363.0,89.0,9.0,215301.0,Merseyside
4.0,3.0,E01006804,St. Helens,1511,2.25,13881.0,51.0,1.0,224719.0,Merseyside
1.0,0.0,E01006805,St. Helens,1533,2.02,7427.0,109.0,2.0,180478.0,Merseyside
4.0,4.0,E01006806,St. Helens,1411,1.49,31888.0,129.0,1.0,226773.0,Merseyside
8.0,8.0,E01006807,St. Helens,1325,1.74,30020.0,38.0,2.0,268374.0,Merseyside
,,E01006808,St. Helens,1183,1.1,23966.0,24.0,1.0,146069.0,Merseyside
3.0,1.0,E01006809,St. Helens,1332,1.95,24172.0,53.0,1.0,172647.0,Merseyside
10.0,3.0,E01006810,St. Helens,1151,0.87,27928.0,92.0,1.0,177545.0,Merseyside
6.0,4.0,E01006811,St. Helens,1311,1.83,9186.0,131.0,2.0,146198.0,Merseyside
41.0,17.0,E01006812,St. Helens,1470,4.15,1578.0,261.0,10.0,111197.0,Merseyside
6.0,6.0,E01006813,St. Helens,1450,4.62,6590.0,164.0,3.0,112312.0,Merseyside
8.0,3.0,E01006814,St. Helens,1423,0.91,25685.0,48.0,1.0,160887.0,Merseyside
16.0,7.0,E01006815,St. Helens,1239,1.37,9750.0,153.0,5.0,156454.0,Merseyside
47.0,25.0,E01006816,St. Helens,1751,3.48,1429.0,304.0,12.0,99853.0,Merseyside
36.0,11.0,E01006817,St. Helens,1454,4.47,312.0,379.0,6.0,75849.0,Merseyside
,,E01006818,St. Helens,1205,1.16,19487.0,42.0,,145837.0,Merseyside
15.0,14.0,E01006819,St. Helens,1738,3.62,7379.0,163.0,11.0,138132.0,Merseyside
38.0,20.0,E01006820,St. Helens,1493,4.82,1016.0,258.0,8.0,117637.0,Merseyside
36.0,18.0,E01006821,St. Helens,1482,2.9,395.0,201.0,7.0,90682.0,Merseyside
22.0,14.0,E01006699,Liverpool,1729,13.01,612.0,238.0,12.0,87838.0,Merseyside
169.0,145.0,E01006700,Liverpool,1571,13.49,738.0,584.0,33.0,89272.0,Merseyside
59.0,43.0,E01006701,Liverpool,1586,14.69,2951.0,344.0,18.0,119587.0,Merseyside
47.0,40.0,E01006702,Liverpool,1657,16.48,245.0,266.0,25.0,92768.0,Merseyside
134.0,105.0,E01006703,Liverpool,1651,13.93,432.0,448.0,33.0,99191.0,Merseyside
80.0,68.0,E01006705,Liverpool,1297,14.26,1274.0,309.0,22.0,93050.0,Merseyside
9.0,2.0,E01006706,Liverpool,1310,4.89,424.0,105.0,6.0,117948.0,Merseyside
20.0,8.0,E01006591,Liverpool,1495,13.65,21225.0,77.0,,319315.0,Merseyside
11.0,11.0,E01006488,Knowsley,2455,7.13,21740.0,90.0,3.0,229815.0,Merseyside
108.0,94.0,E01006647,Liverpool,2105,26.41,182.0,325.0,29.0,165458.0,Merseyside
4.0,3.0,E01006822,St. Helens,1507,1.73,26006.0,150.0,2.0,255813.0,Merseyside
20.0,16.0,E01006707,Liverpool,1406,4.84,900.0,150.0,11.0,125580.0,Merseyside
25.0,18.0,E01006708,Liverpool,1863,6.87,2764.0,278.0,49.0,158917.0,Merseyside
6.0,3.0,E01006709,Liverpool,1502,7.26,2771.0,127.0,3.0,167096.0,Merseyside
13.0,13.0,E01006710,Liverpool,1411,5.24,5414.0,69.0,8.0,116427.0,Merseyside
293.0,228.0,E01006711,Liverpool,1569,19.38,2401.0,235.0,36.0,134185.0,Merseyside
25.0,13.0,E01006712,Liverpool,1226,11.42,6447.0,90.0,5.0,120862.0,Merseyside
21.0,15.0,E01006713,Liverpool,1300,11.46,7562.0,97.0,7.0,123894.0,Merseyside
84.0,68.0,E01006716,Liverpool,1413,20.52,2662.0,384.0,25.0,106609.0,Merseyside
57.0,51.0,E01006717,Liverpool,1383,9.04,10235.0,223.0,17.0,151194.0,Merseyside
6.0,6.0,E01006718,Liverpool,1542,13.62,4773.0,151.0,8.0,155994.0,Merseyside
20.0,17.0,E01006719,Liverpool,1380,7.68,9296.0,165.0,10.0,141451.0,Merseyside
44.0,29.0,E01006721,Liverpool,1579,26.85,454.0,483.0,17.0,91688.0,Merseyside
15.0,11.0,E01006722,Liverpool,2004,28.54,9180.0,227.0,4.0,150305.0,Merseyside
38.0,26.0,E01006723,Liverpool,1950,24.56,6580.0,235.0,11.0,150676.0,Merseyside
17.0,14.0,E01006724,Liverpool,1588,16.69,22102.0,58.0,3.0,206043.0,Merseyside
26.0,21.0,E01006725,Liverpool,1501,21.85,4094.0,177.0,13.0,121403.0,Merseyside
16.0,13.0,E01006726,Liverpool,1726,36.91,4684.0,229.0,22.0,129064.0,Merseyside
7.0,6.0,E01006727,Liverpool,1241,15.47,10316.0,100.0,6.0,143898.0,Merseyside
15.0,13.0,E01006728,Liverpool,1577,31.01,872.0,272.0,13.0,90859.0,Merseyside
14.0,10.0,E01006729,Liverpool,1442,10.54,1087.0,113.0,3.0,110477.0,Merseyside
23.0,15.0,E01006730,Liverpool,1400,8.36,1988.0,202.0,8.0,117246.0,Merseyside
13.0,11.0,E01006731,Liverpool,1224,6.29,1512.0,213.0,3.0,113277.0,Merseyside
25.0,17.0,E01006732,Liverpool,1718,15.19,332.0,227.0,11.0,,Merseyside
9.0,6.0,E01006734,Liverpool,1445,10.8,665.0,249.0,7.0,94455.0,Merseyside
30.0,20.0,E01006735,Liverpool,1472,9.1,324.0,152.0,8.0,123335.0,Merseyside
38.0,28.0,E01006736,Liverpool,1498,8.41,2455.0,129.0,8.0,118992.0,Merseyside
9.0,7.0,E01006737,Liverpool,1385,5.2,2211.0,123.0,7.0,122804.0,Merseyside
40.0,37.0,E01006738,Liverpool,1405,5.41,1487.0,146.0,12.0,123553.0,Merseyside
81.0,54.0,E01006739,Liverpool,2546,8.76,916.0,404.0,20.0,170048.0,Merseyside
98.0,88.0,E01006740,Liverpool,1575,12.7,1594.0,301.0,19.0,182288.0,Merseyside
62.0,47.0,E01006741,Liverpool,1885,5.57,1975.0,381.0,21.0,167843.0,Merseyside
11.0,9.0,E01006742,Liverpool,1618,7.85,5004.0,74.0,4.0,206177.0,Merseyside
61.0,41.0,E01006743,Liverpool,1998,10.06,7652.0,500.0,15.0,149513.0,Merseyside
33.0,23.0,E01006744,Liverpool,1477,5.21,7487.0,107.0,12.0,161973.0,Merseyside
76.0,59.0,E01006745,Liverpool,1788,8.89,5522.0,263.0,14.0,180040.0,Merseyside
123.0,100.0,E01006746,Liverpool,1659,27.12,1865.0,307.0,28.0,127266.0,Merseyside
316.0,248.0,E01006747,Liverpool,2756,40.17,22590.0,774.0,56.0,143213.0,Merseyside
51.0,44.0,E01006748,Liverpool,2191,25.06,12604.0,264.0,19.0,189366.0,Merseyside
85.0,72.0,E01006751,Liverpool,2696,40.88,5134.0,250.0,37.0,107334.0,Merseyside
17.0,17.0,E01006753,Liverpool,1867,7.87,1284.0,118.0,11.0,139686.0,Merseyside
45.0,37.0,E01006754,Liverpool,1800,5.0,896.0,327.0,18.0,111943.0,Merseyside
84.0,72.0,E01006755,Liverpool,1574,9.09,789.0,486.0,38.0,130382.0,Merseyside
38.0,34.0,E01006756,Liverpool,1759,7.39,1112.0,181.0,14.0,115898.0,Merseyside
29.0,17.0,E01006757,Liverpool,1479,6.96,590.0,118.0,5.0,116996.0,Merseyside
62.0,48.0,E01006538,Liverpool,1271,5.04,14494.0,102.0,7.0,187373.0,Merseyside
6.0,2.0,E01006592,Liverpool,1532,9.53,26421.0,83.0,4.0,369416.0,Merseyside
3.0,2.0,E01006539,Liverpool,1368,9.5,26082.0,102.0,3.0,434330.0,Merseyside
24.0,20.0,E01006758,Liverpool,1437,6.61,1068.0,127.0,13.0,128073.0,Merseyside
27.0,21.0,E01006593,Liverpool,1451,15.51,19119.0,188.0,6.0,242355.0,Merseyside
176.0,161.0,E01006540,Liverpool,1780,27.19,163.0,454.0,46.0,81468.0,Merseyside
8.0,2.0,E01006489,Knowsley,1349,2.15,16044.0,53.0,2.0,179836.0,Merseyside
582.0,542.0,E01006648,Liverpool,2377,21.83,3551.0,894.0,150.0,116570.0,Merseyside
4.0,4.0,E01006823,St. Helens,1324,1.66,29886.0,39.0,1.0,262614.0,Merseyside
192.0,166.0,E01006759,Liverpool,1036,22.1,7360.0,264.0,47.0,183165.0,Merseyside
2.0,2.0,E01006594,Liverpool,1324,12.92,31332.0,17.0,,408726.0,Merseyside
63.0,52.0,E01006541,Liverpool,1473,5.97,3314.0,206.0,8.0,107996.0,Merseyside
19.0,14.0,E01006490,Knowsley,2642,4.28,19343.0,107.0,8.0,162245.0,Merseyside
4.0,0.0,E01006651,Liverpool,1615,5.14,24783.0,50.0,1.0,215908.0,Merseyside
1.0,0.0,E01006824,St. Helens,1232,2.27,28961.0,55.0,1.0,219322.0,Merseyside
866.0,766.0,E01006760,Liverpool,1437,20.74,573.0,618.0,92.0,175771.0,Merseyside
1.0,0.0,E01006595,Liverpool,1755,11.11,16884.0,110.0,,252770.0,Merseyside
65.0,49.0,E01006542,Liverpool,1568,14.22,2752.0,346.0,34.0,141464.0,Merseyside
68.0,63.0,E01006491,Knowsley,2018,2.18,17604.0,80.0,18.0,169595.0,Merseyside
7.0,1.0,E01006652,Liverpool,1449,3.11,11606.0,163.0,5.0,123406.0,Merseyside
18.0,14.0,E01006825,St. Helens,1475,3.59,31643.0,69.0,4.0,475415.0,Merseyside
104.0,88.0,E01006761,Liverpool,1431,15.93,2160.0,360.0,31.0,111899.0,Merseyside
13.0,7.0,E01006596,Liverpool,1423,12.23,22162.0,146.0,5.0,328532.0,Merseyside
5.0,3.0,E01006543,Liverpool,1138,2.55,15369.0,64.0,,159934.0,Merseyside
28.0,25.0,E01006544,Liverpool,1629,9.02,574.0,128.0,5.0,87480.0,Merseyside
53.0,42.0,E01006545,Liverpool,1355,9.59,3583.0,239.0,16.0,103903.0,Merseyside
121.0,112.0,E01006546,Liverpool,1335,13.63,1056.0,424.0,33.0,101046.0,Merseyside
362.0,315.0,E01006547,Liverpool,1667,26.39,134.0,510.0,59.0,94705.0,Merseyside
106.0,97.0,E01006548,Liverpool,1811,31.86,501.0,173.0,15.0,86404.0,Merseyside
8.0,5.0,E01006549,Liverpool,1456,25.89,5155.0,244.0,12.0,228196.0,Merseyside
22.0,15.0,E01006550,Liverpool,1786,14.5,14610.0,86.0,2.0,204214.0,Merseyside
17.0,12.0,E01006551,Liverpool,1225,19.76,2414.0,209.0,8.0,144683.0,Merseyside
18.0,16.0,E01006552,Liverpool,1863,59.8,1807.0,209.0,12.0,140845.0,Merseyside
10.0,8.0,E01006553,Liverpool,1489,16.45,19135.0,121.0,4.0,262759.0,Merseyside
17.0,12.0,E01006554,Liverpool,1668,19.42,15354.0,156.0,4.0,301603.0,Merseyside
81.0,64.0,E01006556,Liverpool,2071,60.41,468.0,463.0,37.0,76319.0,Merseyside
73.0,52.0,E01006557,Liverpool,1896,20.04,22642.0,238.0,17.0,194726.0,Merseyside
220.0,185.0,E01006558,Liverpool,1305,15.33,119.0,334.0,47.0,82547.0,Merseyside
92.0,81.0,E01006560,Liverpool,1904,16.02,131.0,392.0,34.0,106100.0,Merseyside
164.0,147.0,E01006562,Liverpool,1484,21.23,269.0,308.0,35.0,90559.0,Merseyside
362.0,323.0,E01006563,Liverpool,1713,21.54,54.0,632.0,77.0,84705.0,Merseyside
67.0,55.0,E01006564,Liverpool,1631,14.96,3939.0,233.0,13.0,134587.0,Merseyside
15.0,12.0,E01006565,Liverpool,1514,8.19,6031.0,199.0,10.0,145635.0,Merseyside
23.0,10.0,E01006566,Liverpool,1365,8.94,11643.0,114.0,6.0,146676.0,Merseyside
44.0,31.0,E01006567,Liverpool,1670,9.1,3094.0,338.0,8.0,196918.0,Merseyside
7.0,6.0,E01006568,Liverpool,1539,5.33,10410.0,76.0,4.0,148916.0,Merseyside
122.0,99.0,E01006569,Liverpool,1419,5.21,1876.0,207.0,25.0,153647.0,Merseyside
36.0,27.0,E01006570,Liverpool,1422,9.21,15222.0,216.0,8.0,240438.0,Merseyside
53.0,35.0,E01006571,Liverpool,1432,8.31,2283.0,257.0,17.0,122663.0,Merseyside
40.0,28.0,E01006572,Liverpool,1262,8.08,420.0,138.0,9.0,110557.0,Merseyside
56.0,40.0,E01006573,Liverpool,1450,10.69,2820.0,247.0,11.0,120891.0,Merseyside
15.0,11.0,E01006574,Liverpool,1529,5.23,2094.0,117.0,11.0,183644.0,Merseyside
27.0,21.0,E01006575,Liverpool,1287,8.94,8541.0,127.0,7.0,231769.0,Merseyside
19.0,18.0,E01006576,Liverpool,1759,8.3,21043.0,107.0,5.0,239474.0,Merseyside
5.0,5.0,E01006577,Liverpool,1527,9.1,26099.0,35.0,,317504.0,Merseyside
4.0,2.0,E01006578,Liverpool,1342,5.51,19339.0,70.0,,259475.0,Merseyside
12.0,9.0,E01006579,Liverpool,1563,8.51,26674.0,94.0,3.0,387743.0,Merseyside
6.0,1.0,E01006580,Liverpool,1292,8.98,22871.0,66.0,2.0,350283.0,Merseyside
1.0,1.0,E01006581,Liverpool,1537,6.57,26025.0,49.0,2.0,343712.0,Merseyside
6.0,5.0,E01006582,Liverpool,1719,11.29,31714.0,79.0,3.0,385686.0,Merseyside
5.0,4.0,E01006583,Liverpool,1632,6.43,33841.0,37.0,,576546.0,Merseyside
4.0,2.0,E01006584,Liverpool,1413,5.52,13619.0,193.0,5.0,226846.0,Merseyside
12.0,6.0,E01006585,Liverpool,1338,13.38,2061.0,177.0,8.0,176095.0,Merseyside
33.0,26.0,E01006586,Liverpool,1729,15.91,6385.0,329.0,14.0,186468.0,Merseyside
11.0,8.0,E01006587,Liverpool,1525,16.52,10256.0,127.0,3.0,258213.0,Merseyside
31.0,26.0,E01006588,Liverpool,1580,16.08,10290.0,158.0,6.0,216900.0,Merseyside
4.0,4.0,E01006589,Liverpool,1451,11.51,22293.0,52.0,,275743.0,Merseyside
19.0,11.0,E01006590,Liverpool,1574,10.93,16540.0,71.0,3.0,247319.0,Merseyside
17.0,15.0,E01006762,Liverpool,1729,13.65,2151.0,203.0,8.0,121163.0,Merseyside
30.0,22.0,E01006763,Liverpool,1462,14.02,3069.0,149.0,15.0,103955.0,Merseyside
41.0,35.0,E01006764,Liverpool,1562,22.41,938.0,162.0,6.0,122492.0,Merseyside
40.0,33.0,E01006765,Liverpool,1492,10.12,4955.0,168.0,11.0,117911.0,Merseyside
155.0,134.0,E01006766,Liverpool,1278,22.61,227.0,468.0,45.0,87362.0,Merseyside
80.0,64.0,E01006767,Liverpool,1837,22.21,929.0,324.0,18.0,129220.0,Merseyside
5.0,3.0,E01006768,Liverpool,1338,14.57,4197.0,155.0,3.0,198281.0,Merseyside
4.0,1.0,E01006769,Liverpool,1338,6.28,2698.0,149.0,4.0,159679.0,Merseyside
5.0,5.0,E01006770,Liverpool,1158,6.56,2281.0,75.0,7.0,136756.0,Merseyside
24.0,9.0,E01006771,Liverpool,1584,6.06,1084.0,464.0,12.0,130021.0,Merseyside
9.0,7.0,E01006772,Liverpool,1115,6.91,6163.0,63.0,3.0,197729.0,Merseyside
4.0,3.0,E01006773,Liverpool,1314,2.36,18240.0,43.0,1.0,237404.0,Merseyside
3.0,0.0,E01006774,Liverpool,1413,15.15,21811.0,36.0,,276898.0,Merseyside
19.0,17.0,E01006775,Liverpool,1479,7.37,280.0,120.0,2.0,184689.0,Merseyside
251.0,217.0,E01006776,Liverpool,1842,7.0,3118.0,319.0,33.0,287228.0,Merseyside
288.0,239.0,E01006778,Liverpool,2178,16.71,273.0,685.0,86.0,99956.0,Merseyside
180.0,153.0,E01006779,Liverpool,2034,12.64,194.0,352.0,24.0,138763.0,Merseyside
10.0,7.0,E01006780,Liverpool,1361,4.19,11226.0,182.0,9.0,143243.0,Merseyside
5.0,4.0,E01006781,Liverpool,1327,2.86,19340.0,101.0,,153703.0,Merseyside
60.0,43.0,E01006782,Liverpool,1488,5.51,7553.0,218.0,13.0,127770.0,Merseyside
53.0,26.0,E01006783,Liverpool,1337,4.11,6177.0,227.0,12.0,125236.0,Merseyside
4.0,2.0,E01006784,Liverpool,1215,3.79,8430.0,131.0,4.0,141315.0,Merseyside
71.0,47.0,E01006785,Liverpool,1710,5.26,5834.0,213.0,17.0,125122.0,Merseyside
27.0,21.0,E01006786,Liverpool,2303,5.25,13084.0,247.0,6.0,156784.0,Merseyside
69.0,53.0,E01006787,Liverpool,1329,7.98,4726.0,364.0,16.0,142652.0,Merseyside
8.0,4.0,E01006788,Liverpool,1666,5.28,6365.0,165.0,1.0,131643.0,Merseyside
44.0,35.0,E01006790,Liverpool,1815,11.9,272.0,573.0,20.0,77472.0,Merseyside
30.0,23.0,E01006791,Liverpool,1643,9.86,555.0,625.0,29.0,102817.0,Merseyside
14.0,8.0,E01006792,Liverpool,1359,5.52,25437.0,91.0,2.0,552615.0,Merseyside
16.0,13.0,E01006793,Liverpool,1382,11.87,6787.0,81.0,6.0,215362.0,Merseyside
21.0,17.0,E01006794,Liverpool,1594,9.41,19090.0,146.0,8.0,393676.0,Merseyside
31.0,17.0,E01006795,Liverpool,1445,4.91,22892.0,215.0,5.0,334915.0,Merseyside
8.0,6.0,E01006796,Liverpool,1608,13.99,32020.0,50.0,3.0,622015.0,Merseyside
2.0,1.0,E01006797,Liverpool,1369,6.94,4641.0,145.0,6.0,222517.0,Merseyside
14.0,13.0,E01006798,Liverpool,1306,5.9,20193.0,123.0,3.0,284600.0,Merseyside
42.0,21.0,E01006799,Liverpool,1686,6.17,5614.0,176.0,6.0,243964.0,Merseyside
11.0,5.0,E01006800,Liverpool,1452,8.82,21956.0,81.0,,301368.0,Merseyside
